Frequency (Hz)	Level (dB)
12607.690430	-70.746552
12613.073730	-69.377823
12618.457031	-69.789711
12623.840332	-71.763939
12629.223633	-74.798073
12634.606934	-75.640388
12639.990234	-73.613541
12645.373535	-72.262489
12650.756836	-71.666634
12656.140137	-72.966660
12661.523438	-77.365280
12666.906738	-84.241180
12672.290039	-86.263550
12677.673340	-83.008766
12683.056641	-80.912842
12688.439941	-78.725594
12693.823242	-77.664879
12699.206543	-75.873405
12704.589844	-72.826645
12709.973145	-71.378876
12715.356445	-71.886360
12720.739746	-72.748283
12726.123047	-73.704765
12731.506348	-74.553925
12736.889648	-74.368828
12742.272949	-74.333389
12747.656250	-76.075912
12753.039551	-80.346756
12758.422852	-80.767517
12763.806152	-77.559235
12769.189453	-77.010124
12774.572754	-75.522270
12779.956055	-74.193810
12785.339355	-75.868996
12790.722656	-80.278275
12796.105957	-85.527077
12801.489258	-90.585297
12806.872559	-90.023041
12812.255859	-88.615891
12817.639160	-85.360313
12823.022461	-82.742859
12828.405762	-80.741409
12833.789062	-79.984543
12839.172363	-80.190277
12844.555664	-80.513878
12849.938965	-80.989960
12855.322266	-82.051338
12860.705566	-83.086800
12866.088867	-83.751129
12871.472168	-84.764801
12876.855469	-87.376930
12882.238770	-90.090881
12887.622070	-89.093079
12893.005371	-89.422577
12898.388672	-96.034904
12903.771973	-93.009804
12909.155273	-89.428085
12914.538574	-91.513687
12919.921875	-96.471855
12925.305176	-102.143204
12930.688477	-105.575874
12936.071777	-100.858604
12941.455078	-98.276817
12946.838379	-98.057205
12952.221680	-99.721535
12957.604980	-99.666588
12962.988281	-96.060379
12968.371582	-94.252052
12973.754883	-95.212997
12979.138184	-97.245117
12984.521484	-97.455254
12989.904785	-96.247925
12995.288086	-95.316208
13000.671387	-94.152969
13006.054688	-93.125954
13011.437988	-93.435287
13016.821289	-95.031357
13022.204590	-100.667725
13027.587891	-99.264854
13032.971191	-93.349228
13038.354492	-91.692589
13043.737793	-92.598579
13049.121094	-94.889481
13054.504395	-94.793411
13059.887695	-93.027557
13065.270996	-92.851631
13070.654297	-94.247986
13076.037598	-94.166000
13081.420898	-93.048431
13086.804199	-93.723541
13092.187500	-95.164909
13097.570801	-90.871323
13102.954102	-88.385994
13108.337402	-88.690147
13113.720703	-90.486839
13119.104004	-91.713425
13124.487305	-91.782639
13129.870605	-90.771629
13135.253906	-90.036301
13140.637207	-90.211121
13146.020508	-93.901039
13151.403809	-94.672256
13156.787109	-86.698860
13162.170410	-83.806946
13167.553711	-84.047302
13172.937012	-87.005051
13178.320312	-89.317070
13183.703613	-88.509033
13189.086914	-88.545517
13194.470215	-91.159058
13199.853516	-94.126244
13205.236816	-90.131493
13210.620117	-89.505699
13216.003418	-94.389603
13221.386719	-87.479340
13226.770020	-84.136360
13232.153320	-84.906914
13237.536621	-87.885368
13242.919922	-89.567543
13248.303223	-90.041931
13253.686523	-89.322968
13259.069824	-88.051712
13264.453125	-88.801292
13269.836426	-94.281563
13275.219727	-95.060333
13280.603027	-85.979843
13285.986328	-83.445473
13291.369629	-83.632652
13296.752930	-85.947052
13302.136230	-91.233566
13307.519531	-91.428696
13312.902832	-88.750244
13318.286133	-90.898499
13323.669434	-95.747063
13329.052734	-91.174034
13334.436035	-91.847542
13339.819336	-95.632820
13345.202637	-88.469521
13350.585938	-86.377274
13355.969238	-86.839783
13361.352539	-86.366386
13366.735840	-85.290016
13372.119141	-85.548363
13377.502441	-86.373802
13382.885742	-86.516762
13388.269043	-86.560600
13393.652344	-87.139366
13399.035645	-87.444824
13404.418945	-83.385300
13409.802246	-79.751579
13415.185547	-78.084244
13420.568848	-78.632660
13425.952148	-82.136513
13431.335449	-81.677673
13436.718750	-77.848076
13442.102051	-77.626556
13447.485352	-79.957298
13452.868652	-81.618439
13458.251953	-81.569817
13463.635254	-83.374237
13469.018555	-83.698814
13474.401855	-80.466614
13479.785156	-79.936691
13485.168457	-80.665680
13490.551758	-80.204544
13495.935059	-79.668503
13501.318359	-80.680801
13506.701660	-82.003494
13512.084961	-81.865341
13517.468262	-81.042534
13522.851562	-79.906036
13528.234863	-76.203308
13533.618164	-72.816635
13539.001465	-71.114189
13544.384766	-71.095688
13549.768066	-73.648201
13555.151367	-78.800377
13560.534668	-77.027748
13565.917969	-75.754539
13571.301270	-78.263054
13576.684570	-80.853127
13582.067871	-80.789490
13587.451172	-81.669411
13592.834473	-86.752251
13598.217773	-88.533409
13603.601074	-80.716240
13608.984375	-77.931396
13614.367676	-78.021683
13619.750977	-80.159203
13625.134277	-81.236076
13630.517578	-80.117943
13635.900879	-78.644653
13641.284180	-77.806343
13646.667480	-77.241409
13652.050781	-74.692070
13657.434082	-72.510826
13662.817383	-72.082291
13668.200684	-73.148781
13673.583984	-76.031097
13678.967285	-82.316727
13684.350586	-83.319283
13689.733887	-78.462982
13695.117188	-77.053261
13700.500488	-78.014290
13705.883789	-82.119583
13711.267090	-87.441566
13716.650391	-92.034691
13722.033691	-86.023750
13727.416992	-80.665680
13732.800293	-79.754265
13738.183594	-82.922119
13743.566895	-89.783813
13748.950195	-84.522644
13754.333496	-81.847260
13759.716797	-81.307640
13765.100098	-80.867340
13770.483398	-79.812073
13775.866699	-78.828697
13781.250000	-78.776352
13786.633301	-79.733032
13792.016602	-81.419662
13797.399902	-83.876961
13802.783203	-87.030479
13808.166504	-88.594933
13813.549805	-87.923538
13818.933105	-87.443390
13824.316406	-88.552231
13829.699707	-91.879753
13835.083008	-93.365410
13840.466309	-93.351189
13845.849609	-88.362663
13851.232910	-84.145264
13856.616211	-82.072319
13861.999512	-81.120064
13867.382812	-80.961746
13872.766113	-80.821861
13878.149414	-80.844833
13883.532715	-81.643532
13888.916016	-82.886223
13894.299316	-82.730843
13899.682617	-80.691360
13905.065918	-78.104134
13910.449219	-76.049072
13915.832520	-75.413246
13921.215820	-76.365875
13926.599121	-78.482658
13931.982422	-83.356964
13937.365723	-89.117241
13942.749023	-81.761513
13948.132324	-78.939880
13953.515625	-79.601692
13958.898926	-82.498650
13964.282227	-82.967735
13969.665527	-84.788651
13975.048828	-87.054863
13980.432129	-82.883995
13985.815430	-80.032166
13991.198730	-79.068352
13996.582031	-79.183914
14001.965332	-80.008369
14007.348633	-81.311279
14012.731934	-81.247879
14018.115234	-80.205437
14023.498535	-79.645622
14028.881836	-79.616264
14034.265137	-77.285995
14039.648438	-74.754852
14045.031738	-74.943954
14050.415039	-76.107941
14055.798340	-77.003952
14061.181641	-81.443863
14066.564941	-84.747635
14071.948242	-79.596054
14077.331543	-77.588135
14082.714844	-79.425240
14088.098145	-81.286575
14093.481445	-81.803268
14098.864746	-84.591385
14104.248047	-84.240997
14109.631348	-79.007668
14115.014648	-76.562469
14120.397949	-76.924377
14125.781250	-78.356995
14131.164551	-78.784805
14136.547852	-78.691643
14141.931152	-79.055725
14147.314453	-79.604500
14152.697754	-80.887794
14158.081055	-79.136017
14163.464355	-74.886208
14168.847656	-73.462593
14174.230957	-74.064613
14179.614258	-74.953552
14184.997559	-77.738800
14190.380859	-79.752373
14195.764160	-76.272072
14201.147461	-74.829033
14206.530762	-76.520645
14211.914062	-78.896812
14217.297363	-80.595917
14222.680664	-83.872940
14228.063965	-88.924797
14233.447266	-80.395248
14238.830566	-76.810844
14244.213867	-78.184570
14249.597168	-82.484764
14254.980469	-78.958763
14260.363770	-75.419632
14265.747070	-74.799332
14271.130371	-76.189011
14276.513672	-79.608925
14281.896973	-80.825005
14287.280273	-74.690277
14292.663574	-71.968887
14298.046875	-72.114853
14303.430176	-73.422607
14308.813477	-76.251640
14314.196777	-85.340752
14319.580078	-81.691696
14324.963379	-78.489708
14330.346680	-80.410042
14335.729980	-82.551056
14341.113281	-80.417038
14346.496582	-78.385368
14351.879883	-78.653923
14357.263184	-77.522118
14362.646484	-74.204239
14368.029785	-73.632790
14373.413086	-74.574959
14378.796387	-72.529167
14384.179688	-70.827835
14389.562988	-71.221107
14394.946289	-73.814888
14400.329590	-78.685760
14405.712891	-79.345932
14411.096191	-73.928131
14416.479492	-71.304062
14421.862793	-70.954414
14427.246094	-72.058075
14432.629395	-74.067108
14438.012695	-76.978554
14443.395996	-77.242172
14448.779297	-75.693962
14454.162598	-75.450264
14459.545898	-75.416885
14464.929199	-74.641663
14470.312500	-73.582367
14475.695801	-74.176750
14481.079102	-78.447701
14486.462402	-83.788773
14491.845703	-78.906174
14497.229004	-78.241280
14502.612305	-76.146072
14507.995605	-74.712997
14513.378906	-75.132721
14518.762207	-76.950706
14524.145508	-80.276451
14529.528809	-82.424423
14534.912109	-78.590302
14540.295410	-75.158295
14545.678711	-74.263580
14551.062012	-75.828491
14556.445312	-79.637878
14561.828613	-84.995056
14567.211914	-87.472435
14572.595215	-88.785866
14577.978516	-87.838676
14583.361816	-82.063057
14588.745117	-80.792305
14594.128418	-79.509933
14599.511719	-77.363304
14604.895020	-79.081009
14610.278320	-88.052254
14615.661621	-84.587654
14621.044922	-81.261208
14626.428223	-81.388680
14631.811523	-81.602180
14637.194824	-82.384903
14642.578125	-82.230843
14647.961426	-82.087463
14653.344727	-82.135071
14658.728027	-80.256485
14664.111328	-77.515640
14669.494629	-75.893944
14674.877930	-76.063309
14680.261230	-78.099716
14685.644531	-80.756905
14691.027832	-81.483009
14696.411133	-82.224472
14701.794434	-86.255577
14707.177734	-87.604744
14712.561035	-81.802185
14717.944336	-79.398140
14723.327637	-77.540916
14728.710938	-77.648758
14734.094238	-81.395432
14739.477539	-89.680466
14744.860840	-87.931190
14750.244141	-87.679115
14755.627441	-86.071121
14761.010742	-83.610069
14766.394043	-83.554611
14771.777344	-84.187431
14777.160645	-83.147346
14782.543945	-81.419060
14787.927246	-80.737343
14793.310547	-80.960121
14798.693848	-80.704704
14804.077148	-81.144051
14809.460449	-83.004837
14814.843750	-83.253311
14820.227051	-83.360481
14825.610352	-84.674271
14830.993652	-85.511269
14836.376953	-86.353371
14841.760254	-86.253021
14847.143555	-83.445305
14852.526855	-81.493668
14857.910156	-81.790604
14863.293457	-84.238625
14868.676758	-87.654350
14874.060059	-89.453209
14879.443359	-86.912689
14884.826660	-83.767197
14890.209961	-81.951675
14895.593262	-81.544220
14900.976562	-81.372742
14906.359863	-80.236382
14911.743164	-79.558334
14917.126465	-80.940193
14922.509766	-82.786079
14927.893066	-82.190048
14933.276367	-82.481712
14938.659668	-80.392746
14944.042969	-78.040413
14949.426270	-78.005981
14954.809570	-79.595764
14960.192871	-82.741783
14965.576172	-81.955795
14970.959473	-78.323303
14976.342773	-76.956161
14981.726074	-76.876587
14987.109375	-77.883743
14992.492676	-80.669624
14997.875977	-84.828499
15003.259277	-87.959724
15008.642578	-86.281281
15014.025879	-79.569550
15019.409180	-76.658295
15024.792480	-77.285843
15030.175781	-78.839310
15035.559082	-77.718590
15040.942383	-77.200165
15046.325684	-78.865852
15051.708984	-80.970222
15057.092285	-83.042229
15062.475586	-81.431755
15067.858887	-78.348892
15073.242188	-78.786453
15078.625488	-80.333252
15084.008789	-80.448204
15089.392090	-80.377998
15094.775391	-80.261551
15100.158691	-79.867912
15105.541992	-78.881203
15110.925293	-77.344521
15116.308594	-76.877289
15121.691895	-77.722137
15127.075195	-79.244263
15132.458496	-81.869102
15137.841797	-82.986954
15143.225098	-81.011154
15148.608398	-80.789871
15153.991699	-82.419266
15159.375000	-83.347847
15164.758301	-82.397141
15170.141602	-82.999992
15175.524902	-86.809647
15180.908203	-89.534729
15186.291504	-87.602303
15191.674805	-87.513000
15197.058105	-90.101967
15202.441406	-89.873260
15207.824707	-82.952202
15213.208008	-79.856979
15218.591309	-80.627319
15223.974609	-83.912552
15229.357910	-85.750755
15234.741211	-85.468849
15240.124512	-86.237083
15245.507812	-89.032524
15250.891113	-91.836494
15256.274414	-91.739677
15261.657715	-88.185127
15267.041016	-85.006500
15272.424316	-84.094482
15277.807617	-85.819260
15283.190918	-89.595924
15288.574219	-92.125710
15293.957520	-91.670235
15299.340820	-94.070068
15304.724121	-97.648697
15310.107422	-92.513847
15315.490723	-91.137329
15320.874023	-92.405159
15326.257324	-92.429207
15331.640625	-91.589836
15337.023926	-91.859222
15342.407227	-93.181259
15347.790527	-95.539391
15353.173828	-98.442932
15358.557129	-97.739410
15363.940430	-92.131134
15369.323730	-90.021873
15374.707031	-89.873520
15380.090332	-90.741310
15385.473633	-92.853165
15390.856934	-93.157608
15396.240234	-92.506401
15401.623535	-94.092339
15407.006836	-93.905373
15412.390137	-91.444679
15417.773438	-90.522514
15423.156738	-89.929413
15428.540039	-90.507683
15433.923340	-90.708229
15439.306641	-87.906242
15444.689941	-85.787315
15450.073242	-85.063660
15455.456543	-85.280556
15460.839844	-86.362190
15466.223145	-87.424179
15471.606445	-86.193970
15476.989746	-86.448479
15482.373047	-88.162254
15487.756348	-85.668541
15493.139648	-83.841316
15498.522949	-83.991890
15503.906250	-84.420486
15509.289551	-84.627594
15514.672852	-83.142426
15520.056152	-81.632294
15525.439453	-82.895439
15530.822754	-88.221397
15536.206055	-91.046837
15541.589355	-87.806664
15546.972656	-88.312660
15552.355957	-89.253197
15557.739258	-88.344406
15563.122559	-88.625458
15568.505859	-89.808952
15573.889160	-87.491066
15579.272461	-84.226364
15584.655762	-82.463783
15590.039062	-82.590195
15595.422363	-83.466843
15600.805664	-84.215088
15606.188965	-84.689140
15611.572266	-86.667450
15616.955566	-88.767570
15622.338867	-88.533577
15627.722168	-90.261307
15633.105469	-90.328842
15638.488770	-87.114059
15643.872070	-84.905182
15649.255371	-84.965431
15654.638672	-88.060417
15660.021973	-95.701294
15665.405273	-92.688591
15670.788574	-88.349251
15676.171875	-86.800224
15681.555176	-87.245415
15686.938477	-91.122169
15692.321777	-102.651077
15697.705078	-92.340515
15703.088379	-89.005875
15708.471680	-87.094948
15713.854980	-85.275208
15719.238281	-85.291672
15724.621582	-87.876366
15730.004883	-90.057281
15735.388184	-90.148430
15740.771484	-90.697594
15746.154785	-91.182564
15751.538086	-95.998970
15756.921387	-95.188774
15762.304688	-90.327713
15767.687988	-89.822128
15773.071289	-92.543015
15778.454590	-92.779053
15783.837891	-95.538933
15789.221191	-103.320366
15794.604492	-91.329681
15799.987793	-87.674232
15805.371094	-86.793793
15810.754395	-88.938072
15816.137695	-96.985336
15821.520996	-91.683594
15826.904297	-87.562607
15832.287598	-86.643349
15837.670898	-86.267952
15843.054199	-86.133095
15848.437500	-87.732689
15853.820801	-90.894928
15859.204102	-89.831429
15864.587402	-88.050316
15869.970703	-88.644005
15875.354004	-91.573433
15880.737305	-96.606621
15886.120605	-92.945953
15891.503906	-91.051514
15896.887207	-92.643913
15902.270508	-95.199821
15907.653809	-97.714149
15913.037109	-97.996201
15918.420410	-92.656799
15923.803711	-91.126541
15929.187012	-91.952126
15934.570312	-94.306870
15939.953613	-97.678024
15945.336914	-96.559723
15950.720215	-95.810966
15956.103516	-96.233276
15961.486816	-92.631844
15966.870117	-89.617294
15972.253418	-89.537895
15977.636719	-91.428474
15983.020020	-91.679192
15988.403320	-89.563858
15993.786621	-87.798027
15999.169922	-88.687889
16004.553223	-93.691559
16009.936523	-92.471199
16015.319824	-88.153091
16020.703125	-86.266815
16026.086426	-87.047112
16031.469727	-90.616760
16036.853027	-87.029167
16042.236328	-83.402878
16047.619629	-82.757210
16053.002930	-84.362579
16058.386230	-89.017166
16063.769531	-101.793793
16069.152832	-91.881439
16074.536133	-89.831139
16079.919434	-89.526321
16085.302734	-86.381721
16090.686035	-82.536064
16096.069336	-82.000671
16101.452637	-85.400955
16106.835938	-89.376312
16112.219238	-86.429230
16117.602539	-84.210861
16122.985840	-83.508186
16128.369141	-85.383301
16133.752441	-85.530121
16139.135742	-81.199623
16144.519043	-80.152466
16149.902344	-81.293854
16155.285645	-83.730316
16160.668945	-84.219620
16166.052246	-81.433945
16171.435547	-80.599136
16176.818848	-82.505936
16182.202148	-87.645874
16187.585449	-97.875916
16192.968750	-90.927116
16198.352051	-88.276611
16203.735352	-86.573067
16209.118652	-85.689041
16214.501953	-83.234825
16219.885254	-80.889694
16225.268555	-82.021523
16230.651855	-86.039215
16236.035156	-86.085373
16241.418457	-84.357605
16246.801758	-84.554749
16252.185059	-86.288681
16257.568359	-87.824120
16262.951660	-81.958481
16268.334961	-79.955017
16273.718262	-81.505196
16279.101562	-84.376663
16284.484863	-84.578987
16289.868164	-82.500092
16295.251465	-81.557228
16300.634766	-82.862671
16306.018066	-86.011429
16311.401367	-86.332237
16316.784668	-84.523628
16322.167969	-84.968895
16327.551270	-85.437302
16332.934570	-84.455589
16338.317871	-84.460510
16343.701172	-82.660980
16349.084473	-82.439354
16354.467773	-85.922676
16359.851074	-86.921112
16365.234375	-83.707901
16370.617676	-83.497086
16376.000977	-85.777367
16381.384277	-88.492294
16386.767578	-83.660011
16392.150879	-80.442673
16397.534180	-80.909470
16402.917480	-82.896591
16408.300781	-83.035744
16413.684082	-82.326462
16419.067383	-82.283356
16424.450684	-83.422722
16429.833984	-86.028137
16435.217285	-87.194817
16440.600586	-85.736732
16445.983887	-85.515877
16451.367188	-84.786713
16456.750488	-82.615448
16462.133789	-81.148888
16467.517090	-79.845680
16472.900391	-78.912109
16478.283691	-79.685638
16483.666992	-81.391075
16489.050293	-82.471672
16494.433594	-84.394638
16499.816895	-86.440125
16505.200195	-85.649109
16510.583496	-83.650993
16515.966797	-81.685684
16521.350098	-81.756554
16526.733398	-81.664993
16532.116699	-80.190323
16537.500000	-79.105820
16542.883301	-78.861862
16548.266602	-79.164314
16553.649902	-80.109947
16559.033203	-81.464394
16564.416504	-82.736115
16569.799805	-83.580948
16575.183105	-84.419357
16580.566406	-82.561882
16585.949707	-80.261269
16591.333008	-78.551033
16596.716309	-78.108498
16602.099609	-80.060516
16607.482910	-83.950729
16612.866211	-83.310005
16618.249512	-80.801369
16623.632812	-80.239059
16629.016113	-82.973389
16634.399414	-85.728378
16639.782715	-80.877243
16645.166016	-81.388374
16650.549316	-85.009804
16655.932617	-84.244308
16661.315918	-83.415047
16666.699219	-83.854218
16672.082520	-83.991333
16677.465820	-84.481430
16682.849121	-85.217842
16688.232422	-86.270790
16693.615723	-86.418251
16698.999023	-86.447861
16704.382324	-88.408691
16709.765625	-87.884552
16715.148926	-86.397934
16720.532227	-84.253601
16725.915527	-82.811203
16731.298828	-84.633171
16736.682129	-88.326584
16742.065430	-85.749420
16747.448730	-83.126915
16752.832031	-82.355705
16758.215332	-82.792717
16763.598633	-82.331451
16768.981934	-80.718163
16774.365234	-80.271286
16779.748535	-80.405083
16785.131836	-79.766357
16790.515137	-80.506462
16795.898438	-84.282059
16801.281738	-91.507095
16806.665039	-102.721886
16812.048340	-92.711075
16817.431641	-87.819984
16822.814941	-85.443810
16828.198242	-84.150223
16833.581543	-83.253044
16838.964844	-81.812729
16844.348145	-80.029984
16849.731445	-78.991058
16855.114746	-79.182480
16860.498047	-80.674194
16865.881348	-82.167580
16871.264648	-83.364059
16876.647949	-85.108986
16882.031250	-85.464149
16887.414551	-85.799789
16892.797852	-84.739525
16898.181152	-82.856529
16903.564453	-82.555298
16908.947754	-82.480316
16914.331055	-83.243347
16919.714355	-88.475464
16925.097656	-100.987511
16930.480957	-91.267891
16935.864258	-88.375671
16941.247559	-87.936142
16946.630859	-89.481018
16952.014160	-88.385498
16957.397461	-86.845299
16962.780762	-85.722588
16968.164062	-84.730629
16973.547363	-85.084846
16978.930664	-87.430756
16984.313965	-88.710800
16989.697266	-86.969788
16995.080566	-86.509895
17000.463867	-89.692619
17005.847168	-98.273521
17011.230469	-94.787582
17016.613770	-92.280251
17021.997070	-91.120110
17027.380371	-90.858253
17032.763672	-91.928909
17038.146973	-90.604759
17043.530273	-91.135231
17048.913574	-93.986237
17054.296875	-91.117928
17059.680176	-88.778946
17065.063477	-88.679146
17070.446777	-90.545731
17075.830078	-90.696960
17081.213379	-88.598595
17086.596680	-86.677353
17091.979980	-85.044930
17097.363281	-84.616341
17102.746582	-85.228172
17108.129883	-86.529823
17113.513184	-87.813324
17118.896484	-88.783424
17124.279785	-89.940010
17129.663086	-91.786591
17135.046387	-94.883179
17140.429688	-97.099464
17145.812988	-95.588028
17151.196289	-95.248268
17156.579590	-93.098053
17161.962891	-92.748016
17167.346191	-93.981506
17172.729492	-93.936127
17178.112793	-95.454414
17183.496094	-95.312668
17188.879395	-94.005226
17194.262695	-93.777199
17199.645996	-94.183640
17205.029297	-92.055099
17210.412598	-88.624069
17215.795898	-87.260323
17221.179199	-89.298393
17226.562500	-90.733612
17231.945801	-88.848183
17237.329102	-88.704483
17242.712402	-90.471596
17248.095703	-92.563599
17253.479004	-92.514259
17258.862305	-89.400238
17264.245605	-86.402916
17269.628906	-83.756294
17275.012207	-82.992691
17280.395508	-85.102936
17285.778809	-85.703606
17291.162109	-83.261513
17296.545410	-82.072357
17301.928711	-83.096016
17307.312012	-84.165039
17312.695312	-84.651932
17318.078613	-84.951424
17323.461914	-84.268379
17328.845215	-83.970940
17334.228516	-81.748680
17339.611816	-78.958923
17344.995117	-79.615746
17350.378418	-83.708534
17355.761719	-84.535774
17361.145020	-83.704445
17366.528320	-84.794044
17371.911621	-85.255669
17377.294922	-84.791206
17382.678223	-84.340675
17388.061523	-82.249641
17393.444824	-79.948738
17398.828125	-78.479149
17404.211426	-79.441444
17409.594727	-81.484215
17414.978027	-81.255966
17420.361328	-81.139832
17425.744629	-83.129166
17431.127930	-86.874413
17436.511230	-90.313881
17441.894531	-91.522575
17447.277832	-85.258011
17452.661133	-82.363716
17458.044434	-80.389862
17463.427734	-78.042755
17468.811035	-77.201248
17474.194336	-79.110970
17479.577637	-81.389580
17484.960938	-81.494179
17490.344238	-83.252586
17495.727539	-86.331573
17501.110840	-86.956703
17506.494141	-85.442825
17511.877441	-83.447029
17517.260742	-82.263550
17522.644043	-80.587624
17528.027344	-79.967468
17533.410645	-80.269745
17538.793945	-79.407722
17544.177246	-79.108261
17549.560547	-80.526665
17554.943848	-83.498131
17560.327148	-86.648262
17565.710449	-92.140839
17571.093750	-86.118759
17576.477051	-83.720116
17581.860352	-84.054840
17587.243652	-83.700897
17592.626953	-83.557709
17598.010254	-85.153702
17603.393555	-83.319252
17608.776855	-81.077858
17614.160156	-80.888153
17619.543457	-80.278252
17624.926758	-79.295303
17630.310059	-80.127998
17635.693359	-81.286736
17641.076660	-81.099854
17646.459961	-81.038750
17651.843262	-82.320236
17657.226562	-86.738945
17662.609863	-87.063820
17667.993164	-82.442146
17673.376465	-80.580765
17678.759766	-80.217339
17684.143066	-80.941147
17689.526367	-81.576401
17694.909668	-81.668182
17700.292969	-82.014412
17705.676270	-82.688454
17711.059570	-83.499306
17716.442871	-86.387383
17721.826172	-86.591721
17727.209473	-80.141876
17732.592773	-79.346184
17737.976074	-81.522102
17743.359375	-82.868896
17748.742676	-81.302414
17754.125977	-80.772995
17759.509277	-82.873093
17764.892578	-84.756653
17770.275879	-84.920143
17775.659180	-84.214653
17781.042480	-87.339622
17786.425781	-92.741341
17791.809082	-85.430588
17797.192383	-81.102089
17802.575684	-77.784714
17807.958984	-77.615501
17813.342285	-80.881981
17818.725586	-86.679733
17824.108887	-87.446671
17829.492188	-86.115211
17834.875488	-85.964745
17840.258789	-85.266029
17845.642090	-87.897629
17851.025391	-95.463089
17856.408691	-89.852592
17861.791992	-91.801682
17867.175293	-94.732391
17872.558594	-85.347702
17877.941895	-79.663475
17883.325195	-78.183990
17888.708496	-78.905426
17894.091797	-79.916138
17899.475098	-80.377274
17904.858398	-81.947128
17910.241699	-86.924065
17915.625000	-95.219269
17921.008301	-89.601753
17926.391602	-82.635780
17931.774902	-80.704765
17937.158203	-82.266731
17942.541504	-85.712753
17947.924805	-88.676918
17953.308105	-90.437141
17958.691406	-87.401833
17964.074707	-85.062088
17969.458008	-87.994644
17974.841309	-93.162193
17980.224609	-86.129036
17985.607910	-85.971771
17990.991211	-87.886292
17996.374512	-86.636948
18001.757812	-83.852119
18007.141113	-83.440598
18012.524414	-85.550720
18017.907715	-88.772026
18023.291016	-90.164719
18028.674316	-90.525871
18034.057617	-93.899849
18039.440918	-95.882034
18044.824219	-92.181061
18050.207520	-87.957222
18055.590820	-85.311440
18060.974121	-84.855270
18066.357422	-86.329140
18071.740723	-88.939835
18077.124023	-90.659744
18082.507324	-89.053391
18087.890625	-86.524178
18093.273926	-85.577911
18098.657227	-87.649971
18104.040527	-94.402397
18109.423828	-99.911926
18114.807129	-97.234917
18120.190430	-93.266273
18125.573730	-88.695732
18130.957031	-85.751144
18136.340332	-84.798820
18141.723633	-85.025864
18147.106934	-84.825920
18152.490234	-84.148689
18157.873535	-85.301033
18163.256836	-90.137833
18168.640137	-99.171150
18174.023438	-105.667206
18179.406738	-95.868080
18184.790039	-90.021034
18190.173340	-89.230873
18195.556641	-91.560165
18200.939941	-95.064415
18206.323242	-93.882668
18211.706543	-88.971085
18217.089844	-86.837151
18222.473145	-88.150414
18227.856445	-93.601509
18233.239746	-95.137657
18238.623047	-91.852280
18244.006348	-91.206398
18249.389648	-91.607330
18254.772949	-92.275330
18260.156250	-92.964432
18265.539551	-92.956604
18270.922852	-91.477318
18276.306152	-90.682785
18281.689453	-91.705162
18287.072754	-93.381523
18292.456055	-94.050873
18297.839355	-96.151825
18303.222656	-97.972275
18308.605957	-91.274902
18313.989258	-88.055267
18319.372559	-87.287086
18324.755859	-89.022743
18330.139160	-95.218910
18335.522461	-94.181732
18340.905762	-89.786774
18346.289062	-90.246429
18351.672363	-94.089394
18357.055664	-94.328545
18362.438965	-89.853088
18367.822266	-88.679886
18373.205566	-90.385834
18378.588867	-92.789932
18383.972168	-93.052864
18389.355469	-93.179832
18394.738770	-93.045975
18400.122070	-91.224617
18405.505371	-90.725700
18410.888672	-90.632080
18416.271973	-90.221489
18421.655273	-92.501907
18427.038574	-103.600372
18432.421875	-92.836739
18437.805176	-87.400841
18443.188477	-85.804512
18448.571777	-86.823753
18453.955078	-91.165535
18459.338379	-95.637512
18464.721680	-90.520157
18470.104980	-88.692902
18475.488281	-90.568649
18480.871582	-93.024529
18486.254883	-87.912560
18491.638184	-85.922707
18497.021484	-87.426781
18502.404785	-90.562256
18507.788086	-90.964081
18513.171387	-90.265892
18518.554688	-89.954994
18523.937988	-88.022865
18529.321289	-85.690514
18534.704590	-85.184151
18540.087891	-86.225685
18545.471191	-88.511765
18550.854492	-94.094093
18556.237793	-91.536217
18561.621094	-85.570587
18567.004395	-83.632248
18572.387695	-84.042549
18577.770996	-85.776711
18583.154297	-85.366196
18588.537598	-83.356285
18593.920898	-83.166237
18599.304199	-85.517670
18604.687500	-89.294571
18610.070801	-88.421745
18615.454102	-86.337196
18620.837402	-87.185333
18626.220703	-90.728783
18631.604004	-93.404305
18636.987305	-91.371147
18642.370605	-89.362206
18647.753906	-88.822624
18653.137207	-87.375885
18658.520508	-85.356796
18663.903809	-84.680939
18669.287109	-84.839470
18674.670410	-86.057922
18680.053711	-87.552734
18685.437012	-85.756821
18690.820312	-84.035477
18696.203613	-83.191566
18701.586914	-83.160049
18706.970215	-84.568176
18712.353516	-85.853935
18717.736816	-85.798271
18723.120117	-86.330986
18728.503418	-87.567368
18733.886719	-87.387886
18739.270020	-84.568634
18744.653320	-84.271027
18750.036621	-88.274658
18755.419922	-97.511200
18760.803223	-94.525688
18766.186523	-89.609459
18771.569824	-88.423889
18776.953125	-90.612511
18782.336426	-90.851761
18787.719727	-89.433144
18793.103027	-90.082016
18798.486328	-91.041641
18803.869629	-91.619064
18809.252930	-91.842339
18814.636230	-90.463104
18820.019531	-89.370224
18825.402832	-90.468819
18830.786133	-96.506477
18836.169434	-98.940598
18841.552734	-93.204720
18846.936035	-92.143700
18852.319336	-92.280441
18857.702637	-92.932838
18863.085938	-95.274933
18868.469238	-96.023804
18873.852539	-96.152718
