Frequency (Hz)	Level (dB)
6336.145020	-73.087349
6341.528320	-72.619278
6346.911621	-72.796280
6352.294922	-72.454964
6357.678223	-72.512802
6363.061523	-73.370567
6368.444824	-71.695770
6373.828125	-70.368774
6379.211426	-70.913544
6384.594727	-72.234657
6389.978027	-71.450180
6395.361328	-70.254700
6400.744629	-71.519844
6406.127930	-75.710823
6411.511230	-79.029076
6416.894531	-77.965508
6422.277832	-76.050766
6427.661133	-73.633255
6433.044434	-72.207466
6438.427734	-72.077637
6443.811035	-72.431458
6449.194336	-71.696556
6454.577637	-72.534904
6459.960938	-76.621552
6465.344238	-82.230751
6470.727539	-81.079445
6476.110840	-80.098518
6481.494141	-78.299583
6486.877441	-77.084610
6492.260742	-76.062073
6497.644043	-76.201584
6503.027344	-76.625748
6508.410645	-75.998970
6513.793945	-75.254875
6519.177246	-75.242096
6524.560547	-77.730492
6529.943848	-83.518204
6535.327148	-80.075905
6540.710449	-76.140488
6546.093750	-75.661125
6551.477051	-78.207047
6556.860352	-82.302521
6562.243652	-81.639450
6567.626953	-78.981903
6573.010254	-77.209892
6578.393555	-77.201286
6583.776855	-79.137444
6589.160156	-80.618179
6594.543457	-80.645287
6599.926758	-83.592560
6605.310059	-85.894478
6610.693359	-78.815575
6616.076660	-74.665054
6621.459961	-72.808556
6626.843262	-73.131424
6632.226562	-74.594093
6637.609863	-74.228081
6642.993164	-72.974464
6648.376465	-73.883217
6653.759766	-77.965134
6659.143066	-82.756569
6664.526367	-80.588463
6669.909668	-80.788757
6675.292969	-79.960709
6680.676270	-78.672935
6686.059570	-79.539207
6691.442871	-78.659508
6696.826172	-76.164856
6702.209473	-75.006470
6707.592773	-74.407120
6712.976074	-74.736855
6718.359375	-75.075218
6723.742676	-76.167824
6729.125977	-78.391785
6734.509277	-77.846336
6739.892578	-76.039131
6745.275879	-74.790985
6750.659180	-74.637489
6756.042480	-75.492172
6761.425781	-77.102455
6766.809082	-79.420341
6772.192383	-82.905037
6777.575684	-85.497208
6782.958984	-85.251183
6788.342285	-84.151520
6793.725586	-81.175262
6799.108887	-77.641815
6804.492188	-76.435608
6809.875488	-77.931564
6815.258789	-80.012566
6820.642090	-80.531784
6826.025391	-81.682915
6831.408691	-78.726288
6836.791992	-76.359131
6842.175293	-77.177383
6847.558594	-80.138596
6852.941895	-82.474937
6858.325195	-79.670052
6863.708496	-76.969215
6869.091797	-75.891609
6874.475098	-75.231354
6879.858398	-76.003510
6885.241699	-78.907974
6890.625000	-81.726089
6896.008301	-81.322624
6901.391602	-79.861244
6906.774902	-78.308952
6912.158203	-78.008049
6917.541504	-79.113945
6922.924805	-78.277168
6928.308105	-76.735008
6933.691406	-76.743317
6939.074707	-77.456261
6944.458008	-79.189247
6949.841309	-82.890396
6955.224609	-87.077782
6960.607910	-85.138168
6965.991211	-85.224380
6971.374512	-85.451027
6976.757812	-84.972916
6982.141113	-85.550217
6987.524414	-83.984787
6992.907715	-82.139061
6998.291016	-81.410622
7003.674316	-83.152313
7009.057617	-87.816658
7014.440918	-92.487061
7019.824219	-92.458000
7025.207520	-91.372871
7030.590820	-90.691635
7035.974121	-91.150574
7041.357422	-93.386467
7046.740723	-93.051094
7052.124023	-91.360863
7057.507324	-92.628090
7062.890625	-95.431465
7068.273926	-97.295158
7073.657227	-102.332916
7079.040527	-105.767250
7084.423828	-100.758423
7089.807129	-99.981697
7095.190430	-98.438271
7100.573730	-96.146347
7105.957031	-95.669685
7111.340332	-94.987877
7116.723633	-94.545166
7122.106934	-94.500648
7127.490234	-94.821587
7132.873535	-97.139999
7138.256836	-98.773056
7143.640137	-97.775650
7149.023438	-99.208694
7154.406738	-106.414001
7159.790039	-108.738358
7165.173340	-104.273460
7170.556641	-104.330833
7175.939941	-103.028236
7181.323242	-100.759445
7186.706543	-98.891624
7192.089844	-98.553291
7197.473145	-98.455437
7202.856445	-98.383995
7208.239746	-100.550629
7213.623047	-102.374458
7219.006348	-101.059647
7224.389648	-100.623596
7229.772949	-104.409485
7235.156250	-104.831787
7240.539551	-98.679100
7245.922852	-96.634460
7251.306152	-97.405594
7256.689453	-99.501572
7262.072754	-102.228912
7267.456055	-104.311241
7272.839355	-102.311729
7278.222656	-99.333443
7283.605957	-98.410011
7288.989258	-99.949158
7294.372559	-99.019310
7299.755859	-95.957214
7305.139160	-92.152008
7310.522461	-90.410110
7315.905762	-90.055954
7321.289062	-90.566399
7326.672363	-93.788925
7332.055664	-95.730682
7337.438965	-94.696083
7342.822266	-96.932228
7348.205566	-99.019363
7353.588867	-96.387009
7358.972168	-94.259834
7364.355469	-93.588150
7369.738770	-92.527206
7375.122070	-91.494209
7380.505371	-92.826553
7385.888672	-92.321381
7391.271973	-88.928291
7396.655273	-88.619133
7402.038574	-90.292152
7407.421875	-90.818977
7412.805176	-91.619026
7418.188477	-94.648430
7423.571777	-101.170555
7428.955078	-97.145294
7434.338379	-89.453896
7439.721680	-85.079796
7445.104980	-83.378006
7450.488281	-85.998955
7455.871582	-92.522057
7461.254883	-88.448967
7466.638184	-87.798492
7472.021484	-89.693077
7477.404785	-91.745445
7482.788086	-88.968880
7488.171387	-87.136826
7493.554688	-88.177673
7498.937988	-86.653023
7504.321289	-84.879845
7509.704590	-85.003639
7515.087891	-84.773590
7520.471191	-84.664268
7525.854492	-84.599113
7531.237793	-84.337845
7536.621094	-84.340530
7542.004395	-85.661255
7547.387695	-88.381577
7552.770996	-93.304344
7558.154297	-101.967972
7563.537598	-91.365044
7568.920898	-85.722801
7574.304199	-85.449516
7579.687500	-90.091530
7585.070801	-96.051857
7590.454102	-93.805046
7595.837402	-91.702995
7601.220703	-89.855789
7606.604004	-88.861511
7611.987305	-88.107536
7617.370605	-88.716118
7622.753906	-91.181969
7628.137207	-93.041924
7633.520508	-92.539215
7638.903809	-93.508331
7644.287109	-98.591827
7649.670410	-102.955544
7655.053711	-95.224213
7660.437012	-93.881859
7665.820312	-95.520943
7671.203613	-97.326447
7676.586914	-96.472954
7681.970215	-95.602249
7687.353516	-97.902153
7692.736816	-99.787544
7698.120117	-97.116966
7703.503418	-97.783066
7708.886719	-103.320648
7714.270020	-108.536949
7719.653320	-107.219971
7725.036621	-106.481186
7730.419922	-103.701324
7735.803223	-102.011940
7741.186523	-101.728691
7746.569824	-102.297318
7751.953125	-102.194870
7757.336426	-101.037773
7762.719727	-99.889320
7768.103027	-100.778023
7773.486328	-106.422310
7778.869629	-105.578201
7784.252930	-100.946022
7789.636230	-101.521721
7795.019531	-100.660675
7800.402832	-98.387497
7805.786133	-97.959579
7811.169434	-99.729439
7816.552734	-99.492744
7821.936035	-95.425812
7827.319336	-94.474922
7832.702637	-97.664146
7838.085938	-105.851997
7843.469238	-102.960678
7848.852539	-104.078720
7854.235840	-107.277260
7859.619141	-99.926949
7865.002441	-96.776810
7870.385742	-95.693710
7875.769043	-94.238174
7881.152344	-93.617882
7886.535645	-94.156311
7891.918945	-96.250031
7897.302246	-100.779190
7902.685547	-102.480530
7908.068848	-100.242203
7913.452148	-101.613869
7918.835449	-100.994415
7924.218750	-97.486366
7929.602051	-94.750603
7934.985352	-95.126816
7940.368652	-100.650223
7945.751953	-95.033020
7951.135254	-92.015327
7956.518555	-94.921776
7961.901855	-108.780876
7967.285156	-102.974556
7972.668457	-102.618629
7978.051758	-101.727051
7983.435059	-99.879059
7988.818359	-98.840942
7994.201660	-98.255630
7999.584961	-95.430069
8004.968262	-93.180054
8010.351562	-92.807648
8015.734863	-94.177368
8021.118164	-97.559982
8026.501465	-101.098366
8031.884766	-100.629326
8037.268066	-98.721565
8042.651367	-94.945847
8048.034668	-90.950294
8053.417969	-88.285583
8058.801270	-88.336052
8064.184570	-92.255463
8069.567871	-89.409386
8074.951172	-85.344055
8080.334473	-86.386665
8085.717773	-94.081223
8091.101074	-98.066437
8096.484375	-97.832855
8101.867676	-98.032997
8107.250977	-92.891678
8112.634277	-91.250793
8118.017578	-90.057533
8123.400879	-88.004974
8128.784180	-85.240059
8134.167480	-83.040825
8139.550781	-82.524139
8144.934082	-82.897934
8150.317383	-82.271149
8155.700684	-81.025871
8161.083984	-80.121338
8166.467285	-79.114815
8171.850586	-77.365028
8177.233887	-75.800140
8182.617188	-75.473022
8188.000488	-77.860748
8193.383789	-85.856857
8198.767090	-81.986305
8204.150391	-80.076180
8209.533691	-86.448654
8214.916992	-85.004318
8220.300293	-83.056267
8225.683594	-88.804382
8231.066895	-84.292343
8236.450195	-80.099579
8241.833496	-78.224457
8247.216797	-77.000519
8252.600098	-75.972130
8257.983398	-74.548378
8263.366699	-73.380943
8268.750000	-73.465111
8274.133301	-74.194626
8279.516602	-74.009369
8284.899902	-73.512604
8290.283203	-74.206673
8295.666504	-75.778175
8301.049805	-77.553261
8306.433105	-79.225937
8311.816406	-81.072784
8317.199707	-84.248787
8322.583008	-82.870850
8327.966309	-81.330414
8333.349609	-86.319054
8338.732910	-83.634651
8344.116211	-78.229713
8349.499512	-79.709839
8354.882812	-84.522324
8360.266113	-81.813065
8365.649414	-79.565506
8371.032715	-77.584793
8376.416016	-76.129021
8381.799316	-75.535294
8387.182617	-75.711807
8392.565918	-76.953537
8397.949219	-78.638016
8403.332520	-79.469757
8408.715820	-78.895729
8414.099121	-78.105255
8419.482422	-77.103722
8424.865723	-76.334137
8430.249023	-76.859070
8435.632324	-79.071510
8441.015625	-81.306320
8446.398926	-80.364296
8451.782227	-80.305054
8457.165527	-83.567490
8462.548828	-88.370354
8467.932129	-84.355530
8473.315430	-82.248291
8478.698730	-81.438278
8484.082031	-78.489052
8489.465332	-78.014359
8494.848633	-78.603012
8500.231934	-77.715027
8505.615234	-78.002106
8510.998535	-78.884758
8516.381836	-78.489288
8521.765137	-78.246231
8527.148438	-76.497231
8532.531738	-73.465126
8537.915039	-72.000198
8543.298340	-70.774841
8548.681641	-69.701256
8554.064941	-69.993195
8559.448242	-72.049232
8564.831543	-75.061684
8570.214844	-75.325027
8575.598145	-73.969589
8580.981445	-74.756981
8586.364746	-79.128853
8591.748047	-75.666451
8597.131348	-71.828682
8602.514648	-71.607933
8607.897949	-69.850426
8613.281250	-70.329582
8618.664551	-72.900856
8624.047852	-68.891037
8629.431152	-67.083214
8634.814453	-67.852249
8640.197754	-68.683334
8645.581055	-68.482117
8650.964355	-67.495995
8656.347656	-64.264023
8661.730957	-62.044895
8667.114258	-61.419785
8672.497559	-61.366779
8677.880859	-62.650620
8683.264160	-65.880836
8688.647461	-70.074539
8694.030762	-69.921440
8699.414062	-67.856781
8704.797363	-67.940857
8710.180664	-70.212631
8715.563965	-71.908028
8720.947266	-70.052330
8726.330566	-69.438553
8731.713867	-69.699158
8737.097168	-70.999535
8742.480469	-72.182976
8747.863770	-67.156212
8753.247070	-65.621574
8758.630371	-67.262794
8764.013672	-70.130585
8769.396973	-70.204605
8774.780273	-69.331627
8780.163574	-67.342491
8785.546875	-64.559425
8790.930176	-63.497612
8796.313477	-63.310581
8801.696777	-64.470993
8807.080078	-68.057030
8812.463379	-73.305786
8817.846680	-73.053040
8823.229980	-71.317429
8828.613281	-72.031967
8833.996582	-74.833641
8839.379883	-79.500984
8844.763184	-79.031265
8850.146484	-77.883148
8855.529785	-79.644485
8860.913086	-81.157722
8866.296387	-76.585526
8871.679688	-71.759277
8877.062988	-70.667221
8882.446289	-72.903816
8887.829590	-77.882484
8893.212891	-75.666298
8898.596191	-73.469337
8903.979492	-75.272667
8909.362793	-75.520569
8914.746094	-73.414459
8920.129395	-72.586945
8925.512695	-72.699135
8930.895996	-76.084976
8936.279297	-85.479019
8941.662598	-80.510826
8947.045898	-75.787872
8952.429199	-75.265587
8957.812500	-76.752060
8963.195801	-78.643280
8968.579102	-80.107597
8973.962402	-81.139885
8979.345703	-82.611481
8984.729004	-80.496208
8990.112305	-76.341629
8995.495605	-72.825249
9000.878906	-71.761375
9006.262207	-73.545738
9011.645508	-77.159424
9017.028809	-75.356644
9022.412109	-72.854652
9027.795410	-74.034523
9033.178711	-78.843033
9038.562012	-84.812019
9043.945312	-81.528557
9049.328613	-76.581360
9054.711914	-75.992844
9060.095215	-79.145134
9065.478516	-82.943230
9070.861816	-78.948570
9076.245117	-76.608589
9081.628418	-76.835556
9087.011719	-78.847893
9092.395020	-81.569962
9097.778320	-80.315758
9103.161621	-80.342751
9108.544922	-79.800102
9113.928223	-78.646317
9119.311523	-77.705338
9124.694824	-76.529823
9130.078125	-76.375008
9135.461426	-77.661400
9140.844727	-75.956009
9146.228027	-72.779808
9151.611328	-72.073502
9156.994629	-73.893234
9162.377930	-77.960075
9167.761230	-81.712334
9173.144531	-82.212296
9178.527832	-86.416336
9183.911133	-83.406075
9189.294434	-84.579048
9194.677734	-86.612312
9200.061035	-81.802254
9205.444336	-82.088997
9210.827637	-82.143532
9216.210938	-84.564987
9221.594238	-82.937889
9226.977539	-79.834297
9232.360840	-80.049858
9237.744141	-80.919289
9243.127441	-80.129456
9248.510742	-79.871353
9253.894043	-80.271645
9259.277344	-81.382378
9264.660645	-85.343872
9270.043945	-83.057854
9275.427246	-78.393501
9280.810547	-77.472595
9286.193848	-79.000084
9291.577148	-82.688797
9296.960449	-90.044037
9302.343750	-88.377808
9307.727051	-84.941162
9313.110352	-85.770111
9318.493652	-91.938301
9323.876953	-98.495605
9329.260254	-98.574738
9334.643555	-92.998238
9340.026855	-92.196068
9345.410156	-88.698418
9350.793457	-86.447365
9356.176758	-86.753281
9361.560059	-86.808891
9366.943359	-87.146523
9372.326660	-87.343773
9377.709961	-86.325706
9383.093262	-87.717445
9388.476562	-94.463364
9393.859863	-90.388214
9399.243164	-84.330650
9404.626465	-82.866043
9410.009766	-83.992119
9415.393066	-87.727470
9420.776367	-97.186134
9426.159668	-90.600380
9431.542969	-88.118660
9436.926270	-91.066719
9442.309570	-93.121597
9447.692871	-94.152283
9453.076172	-92.238724
9458.459473	-87.341827
9463.842773	-86.593452
9469.226074	-85.562912
9474.609375	-84.487473
9479.992676	-84.359322
9485.375977	-82.800041
9490.759277	-82.296432
9496.142578	-82.527100
9501.525879	-81.189278
9506.909180	-81.121445
9512.292480	-84.507942
9517.675781	-85.917297
9523.059082	-81.381424
9528.442383	-79.147186
9533.825684	-78.926231
9539.208984	-79.670181
9544.592285	-83.533119
9549.975586	-82.048042
9555.358887	-77.878853
9560.742188	-79.165619
9566.125488	-83.540634
9571.508789	-82.292702
9576.892090	-80.058952
9582.275391	-79.010056
9587.658691	-80.025101
9593.041992	-79.516403
9598.425293	-78.090126
9603.808594	-78.111580
9609.191895	-77.240257
9614.575195	-76.236595
9619.958496	-77.218094
9625.341797	-78.121925
9630.725098	-77.279861
9636.108398	-78.155258
9641.491699	-79.714386
9646.875000	-77.807388
9652.258301	-75.961243
9657.641602	-76.690269
9663.024902	-76.799744
9668.408203	-76.848785
9673.791504	-78.387558
9679.174805	-76.494667
9684.558105	-77.119156
9689.941406	-85.911743
9695.324707	-85.355453
9700.708008	-79.266243
9706.091309	-77.405655
9711.474609	-78.834396
9716.857910	-79.872948
9722.241211	-77.225471
9727.624512	-77.847672
9733.007812	-78.630104
9738.391113	-76.388054
9743.774414	-76.616539
9749.157715	-79.353745
9754.541016	-80.547775
9759.924316	-79.374496
9765.307617	-79.188339
9770.690918	-77.454575
9776.074219	-75.293198
9781.457520	-75.259377
9786.840820	-76.528931
9792.224121	-77.443642
9797.607422	-80.322289
9802.990723	-80.755653
9808.374023	-77.716103
9813.757324	-78.394829
9819.140625	-84.351898
9824.523926	-89.274910
9829.907227	-83.305931
9835.290527	-84.437241
9840.673828	-85.828636
9846.057129	-81.495232
9851.440430	-81.778175
9856.823730	-85.343155
9862.207031	-83.709572
9867.590332	-82.256577
9872.973633	-84.695190
9878.356934	-86.088852
9883.740234	-81.333023
9889.123535	-78.819046
9894.506836	-76.561020
9899.890137	-74.727310
9905.273438	-74.807915
9910.656738	-76.819977
9916.040039	-78.781204
9921.423340	-79.818352
9926.806641	-80.619110
9932.189941	-78.807587
9937.573242	-78.204674
9942.956543	-79.881050
9948.339844	-83.133690
9953.723145	-85.339622
9959.106445	-84.071953
9964.489746	-81.955528
9969.873047	-80.594460
9975.256348	-81.200737
9980.639648	-83.852013
9986.022949	-85.622627
9991.406250	-85.782722
9996.789551	-90.217476
10002.172852	-89.428665
10007.556152	-84.063675
10012.939453	-83.358810
10018.322754	-84.130028
10023.706055	-82.163620
10029.089355	-81.391502
10034.472656	-83.343048
10039.855957	-85.690697
10045.239258	-85.083076
10050.622559	-84.556419
10056.005859	-83.295654
10061.389160	-82.128304
10066.772461	-83.006607
10072.155762	-85.551346
10077.539062	-85.117065
10082.922363	-82.394989
10088.305664	-81.321404
10093.688965	-81.732338
10099.072266	-82.952576
10104.455566	-83.134453
10109.838867	-82.600571
10115.222168	-83.128128
10120.605469	-85.693710
10125.988770	-84.946930
10131.372070	-80.291946
10136.755371	-78.512581
10142.138672	-78.737335
10147.521973	-77.795502
10152.905273	-76.210258
10158.288574	-77.346313
10163.671875	-81.448006
10169.055176	-85.031250
10174.438477	-85.275627
10179.821777	-84.927567
10185.205078	-83.565559
10190.588379	-81.416039
10195.971680	-80.489624
10201.354980	-80.970741
10206.738281	-81.943329
10212.121582	-82.408012
10217.504883	-82.937447
10222.888184	-85.203529
10228.271484	-89.161446
10233.654785	-88.637390
10239.038086	-88.633537
10244.421387	-92.907684
10249.804688	-95.896477
10255.187988	-89.436996
10260.571289	-87.482704
10265.954590	-88.399368
10271.337891	-88.091324
10276.721191	-86.616524
10282.104492	-87.548645
10287.487793	-91.855064
10292.871094	-98.006859
10298.254395	-99.943787
10303.637695	-97.341728
10309.020996	-95.303413
10314.404297	-95.821625
10319.787598	-95.618629
10325.170898	-92.748222
10330.554199	-92.676704
10335.937500	-94.257362
10341.320801	-88.637527
10346.704102	-82.485695
10352.087402	-78.862976
10357.470703	-77.868912
10362.854004	-79.178558
10368.237305	-81.246552
10373.620605	-81.022766
10379.003906	-79.080086
10384.387207	-78.746033
10389.770508	-80.104523
10395.153809	-80.131554
10400.537109	-76.177895
10405.920410	-74.479301
10411.303711	-75.721092
10416.687012	-77.467232
10422.070312	-77.360085
10427.453613	-76.356544
10432.836914	-76.338737
10438.220215	-78.304314
10443.603516	-81.334785
10448.986816	-80.301414
10454.370117	-79.524712
10459.753418	-80.987038
10465.136719	-79.598343
10470.520020	-76.338066
10475.903320	-74.412476
10481.286621	-74.304596
10486.669922	-76.460251
10492.053223	-80.115578
10497.436523	-82.661324
10502.819824	-81.437492
10508.203125	-79.719582
10513.586426	-79.929626
10518.969727	-79.728188
10524.353027	-77.218201
10529.736328	-75.393745
10535.119629	-76.036125
10540.502930	-77.688011
10545.886230	-77.858246
10551.269531	-76.932030
10556.652832	-76.573143
10562.036133	-77.979813
10567.419434	-81.882225
10572.802734	-84.639053
10578.186035	-81.484261
10583.569336	-81.447159
10588.952637	-82.694725
10594.335938	-80.078415
10599.719238	-77.222710
10605.102539	-76.107979
10610.485840	-77.244568
10615.869141	-80.392899
10621.252441	-83.368538
10626.635742	-83.774017
10632.019043	-82.223335
10637.402344	-81.727592
10642.785645	-82.180191
10648.168945	-80.919708
10653.552246	-78.347343
10658.935547	-77.553406
10664.318848	-78.663567
10669.702148	-79.635101
10675.085449	-79.675827
10680.468750	-79.527756
10685.852051	-80.480164
10691.235352	-82.581184
10696.618652	-85.911049
10702.001953	-85.358208
10707.385254	-82.676552
10712.768555	-83.999374
10718.151855	-86.513077
10723.535156	-83.847343
10728.918457	-82.117416
10734.301758	-82.586090
10739.685059	-85.175682
10745.068359	-88.948730
10750.451660	-95.897499
10755.834961	-91.715309
10761.218262	-84.420158
10766.601562	-81.921715
10771.984863	-81.010788
10777.368164	-80.363335
10782.751465	-80.726318
10788.134766	-83.138153
10793.518066	-84.413673
10798.901367	-82.899956
10804.284668	-82.231323
10809.667969	-82.824005
10815.051270	-84.978500
10820.434570	-89.806198
10825.817871	-95.432297
10831.201172	-87.662193
10836.584473	-88.038513
10841.967773	-100.216072
10847.351074	-85.974098
10852.734375	-83.215599
10858.117676	-85.324539
10863.500977	-91.071465
10868.884277	-94.968338
10874.267578	-94.168015
10879.650879	-96.806801
10885.034180	-89.474617
10890.417480	-84.892502
10895.800781	-82.859291
10901.184082	-81.696602
10906.567383	-81.358864
10911.950684	-82.068817
10917.333984	-81.580711
10922.717285	-80.815437
10928.100586	-80.647522
10933.483887	-80.503288
10938.867188	-80.849922
10944.250488	-81.979530
10949.633789	-83.911911
10955.017090	-84.060432
10960.400391	-82.392235
10965.783691	-84.045364
10971.166992	-84.325279
10976.550293	-79.865044
10981.933594	-77.751732
10987.316895	-78.222160
10992.700195	-80.936493
10998.083496	-85.002060
11003.466797	-89.299103
11008.850098	-88.716621
11014.233398	-84.652077
11019.616699	-82.595612
11025.000000	-81.716965
11030.383301	-81.532501
11035.766602	-83.328331
11041.149902	-88.227898
11046.533203	-88.425209
11051.916504	-88.414764
11057.299805	-90.947678
11062.683105	-91.153816
11068.066406	-90.599678
11073.449707	-92.893387
11078.833008	-89.649254
11084.216309	-85.345238
11089.599609	-85.103966
11094.982910	-88.455498
11100.366211	-89.112328
11105.749512	-84.502289
11111.132812	-82.735664
11116.516113	-83.834381
11121.899414	-86.755188
11127.282715	-90.173439
11132.666016	-92.769836
11138.049316	-91.982346
11143.432617	-88.511078
11148.815918	-87.039406
11154.199219	-87.879501
11159.582520	-89.255753
11164.965820	-91.397827
11170.349121	-96.382965
11175.732422	-95.396103
11181.115723	-95.207008
11186.499023	-96.575798
11191.882324	-96.486847
11197.265625	-100.727165
11202.648926	-105.445396
11208.032227	-94.676949
11213.415527	-93.072578
11218.798828	-95.213066
11224.182129	-95.132019
11229.565430	-91.924393
11234.948730	-91.178207
11240.332031	-92.853180
11245.715332	-95.276199
11251.098633	-96.854683
11256.481934	-97.753342
11261.865234	-97.788811
11267.248535	-95.885353
11272.631836	-95.029320
11278.015137	-96.733528
11283.398438	-99.283218
11288.781738	-98.520828
11294.165039	-95.608551
11299.548340	-95.615791
11304.931641	-98.493271
11310.314941	-99.167946
11315.698242	-98.357086
11321.081543	-98.904892
11326.464844	-99.639160
11331.848145	-99.932877
11337.231445	-100.132011
11342.614746	-102.476776
11347.998047	-109.796349
11353.381348	-109.553177
11358.764648	-108.978348
11364.147949	-112.753883
11369.531250	-107.766891
11374.914551	-104.028618
11380.297852	-103.556068
11385.681152	-104.019485
11391.064453	-101.572044
11396.447754	-98.940048
11401.831055	-98.074745
11407.214355	-98.499557
11412.597656	-100.107979
11417.980957	-100.843292
11423.364258	-99.326897
11428.747559	-99.275558
11434.130859	-99.717529
11439.514160	-99.193832
11444.897461	-98.307617
11450.280762	-98.480675
11455.664062	-100.755234
11461.047363	-101.442665
11466.430664	-100.783569
11471.813965	-103.862869
11477.197266	-108.965309
11482.580566	-103.304001
11487.963867	-102.043152
11493.347168	-103.437874
11498.730469	-101.266319
11504.113770	-99.302246
11509.497070	-98.122726
11514.880371	-96.387878
11520.263672	-95.023987
11525.646973	-94.916664
11531.030273	-95.047066
11536.413574	-95.045792
11541.796875	-95.060280
11547.180176	-93.333389
11552.563477	-93.311737
11557.946777	-95.182564
11563.330078	-93.061272
11568.713379	-89.963905
11574.096680	-88.932861
11579.479980	-90.404892
11584.863281	-93.098877
11590.246582	-92.690895
11595.629883	-92.469292
11601.013184	-95.437271
11606.396484	-97.564743
11611.779785	-95.288658
11617.163086	-94.934929
11622.546387	-92.640732
11627.929688	-89.304268
11633.312988	-87.920837
11638.696289	-89.112335
11644.079590	-91.306801
11649.462891	-90.458549
11654.846191	-89.090996
11660.229492	-87.558350
11665.612793	-86.309669
11670.996094	-84.452332
11676.379395	-83.763535
11681.762695	-85.439339
11687.145996	-86.708145
11692.529297	-85.261932
11697.912598	-84.548882
11703.295898	-85.877831
11708.679199	-88.970924
11714.062500	-88.741570
11719.445801	-87.288483
11724.829102	-88.132965
11730.212402	-88.818092
11735.595703	-88.884949
11740.979004	-90.347397
11746.362305	-92.802208
11751.745605	-89.222694
11757.128906	-85.817940
11762.512207	-85.696175
11767.895508	-87.603844
11773.278809	-88.059006
11778.662109	-87.920349
11784.045410	-86.300858
11789.428711	-84.746689
11794.812012	-83.572823
11800.195312	-83.211281
11805.578613	-85.029915
11810.961914	-87.202568
11816.345215	-85.571609
11821.728516	-84.741173
11827.111816	-85.883545
11832.495117	-88.166298
11837.878418	-88.416016
11843.261719	-86.483223
11848.645020	-86.068756
11854.028320	-86.077309
11859.411621	-86.132805
11864.794922	-87.449356
11870.178223	-90.845581
11875.561523	-94.807297
11880.944824	-90.163078
11886.328125	-89.137985
11891.711426	-92.057693
11897.094727	-92.209671
11902.478027	-90.465012
11907.861328	-90.431488
11913.244629	-91.383430
11918.627930	-93.105003
11924.011230	-95.182251
11929.394531	-97.697701
11934.777832	-100.237587
11940.161133	-97.418114
11945.544434	-94.925247
11950.927734	-94.643097
11956.311035	-95.540009
11961.694336	-96.483170
11967.077637	-96.613655
11972.460938	-96.698013
11977.844238	-97.607368
11983.227539	-97.194023
11988.610840	-96.693474
11993.994141	-98.384605
11999.377441	-96.886581
12004.760742	-92.469910
12010.144043	-90.083061
12015.527344	-90.211700
12020.910645	-91.328705
12026.293945	-89.702866
12031.677246	-88.481941
12037.060547	-88.930672
12042.443848	-90.370804
12047.827148	-91.906273
12053.210449	-95.034134
12058.593750	-94.478394
12063.977051	-89.465019
12069.360352	-86.972672
12074.743652	-87.219376
12080.126953	-91.361053
12085.510254	-93.479904
12090.893555	-87.254616
12096.276855	-86.441307
12101.660156	-88.936882
12107.043457	-90.087334
12112.426758	-88.875801
12117.810059	-89.062370
12123.193359	-90.576462
12128.576660	-90.479904
12133.959961	-88.340256
12139.343262	-87.057152
12144.726562	-86.140419
12150.109863	-84.950920
12155.493164	-85.425095
12160.876465	-87.835854
12166.259766	-90.656784
12171.643066	-93.844948
12177.026367	-95.279716
12182.409668	-91.622375
12187.792969	-89.686783
12193.176270	-89.068916
12198.559570	-88.835976
12203.942871	-90.833702
12209.326172	-96.313072
12214.709473	-87.314186
12220.092773	-85.063339
12225.476074	-86.621841
12230.859375	-88.275787
12236.242676	-88.283943
12241.625977	-87.130714
12247.009277	-86.552429
12252.392578	-86.258125
12257.775879	-85.945831
12263.159180	-85.445908
12268.542480	-84.883942
12273.925781	-86.042030
12279.309082	-90.337341
12284.692383	-86.969589
12290.075684	-81.909821
12295.458984	-79.953209
12300.842285	-79.286026
12306.225586	-78.429672
12311.608887	-78.779236
12316.992188	-80.268356
12322.375488	-81.189102
12327.758789	-82.774635
12333.142090	-88.799698
12338.525391	-82.180191
12343.908691	-76.981422
12349.291992	-75.849136
12354.675293	-76.493492
12360.058594	-77.407478
12365.441895	-76.451530
12370.825195	-75.814285
12376.208496	-76.570312
12381.591797	-76.523979
12386.975098	-74.884102
12392.358398	-73.610855
12397.741699	-72.610519
12403.125000	-73.374054
12408.508301	-77.489235
12413.891602	-78.781113
12419.274902	-76.088531
12424.658203	-75.283279
12430.041504	-73.900208
12435.424805	-72.888062
12440.808105	-72.969849
12446.191406	-72.244301
12451.574707	-71.309845
12456.958008	-72.461403
12462.341309	-76.558044
12467.724609	-77.157120
12473.107910	-73.754669
12478.491211	-72.016388
12483.874512	-70.844406
12489.257812	-70.290886
12494.641113	-70.648766
12500.024414	-72.404182
12505.407715	-74.754593
12510.791016	-74.119698
12516.174316	-72.606621
12521.557617	-71.369011
12526.940918	-70.614830
12532.324219	-72.051628
12537.707520	-75.764664
12543.090820	-80.049232
12548.474121	-79.505791
12553.857422	-76.713531
12559.240723	-74.668396
12564.624023	-73.570694
12570.007324	-72.246582
12575.390625	-70.546768
12580.773926	-69.944748
12586.157227	-71.055405
12591.540527	-73.133331
12596.923828	-73.372620
12602.307129	-72.698891
